100	100
12	70	72	2	38	89	10	4	26	64	39	49	39	85	63	70	61	77	63	17	100	63	61	52	34	98	94	65	85	36	14	30	4	47	62	100	88	63	56	62	78	93	85	32	99	36	3	71	40	30	50	99	86	56	75	5	98	4	22	97	21	63	66	67	69	7	87	43	3	88	82	38	25	46	7	14	30	66	7	54	79	34	52	27	40	46	39	8	45	16	17	38	9	82	93	71	56	38	94	31	4934
82	33	24	91	46	14	97	29	17	77	42	80	85	56	41	88	88	9	12	27	16	90	51	45	68	32	10	94	10	8	49	43	76	71	47	65	84	82	95	15	42	99	90	28	35	81	20	4	14	76	24	14	36	82	96	26	34	82	61	29	66	98	10	15	27	2	13	53	37	9	38	67	66	92	54	44	26	78	76	16	30	31	85	25	30	3	32	94	19	78	33	76	37	73	4	50	31	76	20	36	5297
23	16	6	43	18	86	97	30	48	85	49	4	52	96	16	79	78	84	68	69	28	27	58	65	56	19	26	75	54	92	36	97	2	61	23	61	53	60	81	71	97	44	14	69	82	48	3	33	97	80	73	71	60	57	77	70	20	46	81	61	38	57	37	72	65	93	21	40	52	36	63	70	52	36	39	55	97	43	42	6	29	61	19	28	46	10	22	62	69	61	56	85	37	32	58	23	64	89	84	76	5430
72	56	40	80	48	19	46	13	82	83	13	59	18	80	56	27	26	97	66	48	15	52	93	12	15	90	100	64	61	18	36	32	82	25	51	24	87	8	45	92	73	78	86	38	84	75	41	26	10	30	7	30	63	54	71	65	44	93	92	42	50	91	50	98	33	53	69	28	36	78	5	66	60	36	3	64	47	24	9	10	43	85	90	9	90	70	25	98	48	13	94	73	39	53	4	25	38	26	63	93	5032
54	93	45	76	65	66	35	53	50	65	57	97	96	44	29	27	46	95	95	91	42	94	89	37	44	83	48	5	93	61	89	42	56	97	62	50	75	91	12	40	26	1	12	62	61	12	84	96	45	42	44	21	10	95	95	59	45	57	78	78	24	91	41	47	98	64	90	52	66	25	62	11	28	82	11	46	57	46	63	90	13	30	18	98	12	56	3	27	97	97	81	44	39	41	78	74	33	16	30	94	4409
89	69	69	87	76	83	83	41	82	3	40	2	2	89	1	86	59	99	64	14	22	36	29	90	60	54	12	96	34	62	45	56	61	16	37	12	15	44	96	74	90	52	64	99	14	28	69	68	79	39	93	38	79	25	24	21	14	17	79	65	11	61	10	34	61	7	43	32	50	40	16	90	67	88	77	86	60	23	93	29	68	98	54	18	85	50	52	79	63	89	17	12	83	77	79	38	46	52	51	41	5274
16	65	18	46	63	75	80	12	27	27	25	25	41	10	11	57	35	49	10	66	82	86	83	30	3	16	6	18	72	82	100	33	81	38	76	39	75	100	2	83	36	72	23	64	45	59	59	89	20	34	16	13	54	57	73	79	34	58	27	11	93	83	58	30	11	98	75	3	19	39	93	39	28	92	28	65	86	41	76	84	6	22	62	13	26	8	15	64	35	67	2	11	48	91	21	69	90	95	24	11	5189
6	5	80	47	61	4	23	18	100	42	14	99	58	37	20	51	44	99	80	96	94	46	98	77	17	3	70	45	20	7	11	90	91	68	64	36	14	50	90	28	39	56	43	67	26	35	44	79	16	45	45	95	6	80	51	74	8	36	37	41	92	6	93	95	44	77	39	60	24	58	38	11	19	89	61	89	91	5	39	89	93	57	69	33	91	88	66	4	50	48	74	56	89	45	31	39	8	79	75	27	4440
28	96	85	8	71	82	22	97	19	88	82	8	87	75	81	93	11	9	72	86	43	1	77	46	47	50	30	60	2	75	47	34	11	90	53	68	27	84	47	52	79	38	41	91	85	6	36	58	71	94	37	45	81	88	85	53	32	91	32	36	1	74	11	3	79	20	23	32	56	99	35	30	90	72	81	83	64	6	97	92	40	97	41	67	89	8	41	37	100	24	88	88	82	24	86	47	77	40	22	77	4882
31	34	26	76	22	8	22	47	47	53	67	49	77	16	99	51	35	67	24	59	47	90	76	43	29	51	18	3	28	35	81	53	47	94	80	68	22	42	89	54	93	10	83	92	1	5	39	16	95	30	58	73	74	5	36	66	56	27	29	78	15	91	80	22	7	75	85	63	39	2	42	55	21	80	21	58	95	38	14	10	94	21	19	85	75	35	3	84	74	81	6	54	1	60	30	10	26	14	15	81	4308
38	40	37	72	25	94	27	29	63	35	42	15	58	57	41	96	20	11	61	62	30	28	54	1	12	6	29	99	17	74	59	99	57	75	41	82	34	42	94	79	79	98	86	80	57	55	88	44	25	84	71	95	21	80	51	24	81	34	52	58	19	38	85	90	59	56	8	75	18	52	97	8	25	87	35	36	76	67	77	73	52	63	39	18	89	77	89	38	86	63	52	8	12	8	89	17	19	33	24	93	5241
21	79	59	28	9	67	69	6	99	46	40	28	62	57	85	33	61	40	58	80	16	92	19	71	31	1	18	61	99	84	22	33	62	81	61	27	91	86	14	20	96	2	100	92	59	76	71	39	78	45	28	77	32	4	26	74	32	7	1	56	46	87	75	60	83	55	25	78	94	66	96	33	48	8	96	26	18	96	96	22	66	68	70	51	76	32	86	64	77	54	81	55	72	18	69	42	93	5	21	34	4840
11	76	47	36	59	89	75	90	46	50	71	29	60	28	92	57	7	59	33	21	98	59	57	72	2	67	45	93	25	12	49	94	26	59	84	2	95	51	74	100	95	55	20	17	82	20	49	56	57	92	58	62	43	97	52	14	2	27	96	71	2	71	17	7	44	31	20	25	67	53	25	1	65	80	17	24	2	59	28	94	39	12	13	1	95	44	86	22	57	71	90	47	45	17	40	8	20	49	66	69	4694
31	55	92	30	2	57	20	51	78	22	63	90	93	64	86	93	32	88	46	57	49	82	80	44	60	35	30	53	59	31	57	5	74	25	12	80	14	31	66	4	73	91	82	72	48	49	93	86	31	96	40	13	61	66	57	28	15	7	47	73	47	61	79	62	38	4	75	43	100	36	7	26	7	47	52	15	98	11	62	8	85	28	80	74	55	14	67	31	58	91	39	37	46	98	65	70	43	14	12	59	4839
9	93	66	96	100	29	57	82	68	8	48	62	30	41	50	52	73	11	22	76	30	56	64	79	74	29	95	48	44	54	13	16	83	95	42	87	46	41	84	16	3	40	52	63	38	33	8	45	32	51	49	90	70	42	50	9	7	30	62	46	84	73	82	78	94	52	6	18	2	11	47	96	62	11	67	55	32	67	90	28	34	3	56	60	48	34	95	35	65	32	42	46	70	82	15	81	13	56	46	23	4753
4	25	10	28	59	78	70	5	69	20	69	35	8	100	16	71	36	25	4	28	95	33	66	81	25	71	12	96	6	71	13	7	15	46	10	9	97	54	30	31	82	83	85	77	83	60	39	100	31	97	97	80	28	77	64	66	50	68	16	78	79	86	22	90	97	93	73	96	39	22	39	17	72	77	57	74	31	95	66	63	80	97	14	8	58	4	50	2	46	51	31	9	98	69	47	35	51	13	99	50	5370
8	51	35	40	52	11	53	38	63	36	78	66	31	44	11	32	85	18	54	24	17	39	26	56	69	60	63	24	19	17	69	77	21	68	48	89	96	86	9	17	93	30	55	79	74	25	16	45	1	42	80	25	71	59	18	3	56	80	18	65	65	2	54	43	90	55	78	60	25	4	28	94	32	11	60	6	7	74	33	16	95	35	68	38	54	45	69	7	35	52	14	15	67	56	20	76	20	50	68	87	5465
16	5	69	33	21	49	77	61	74	34	94	84	86	47	2	83	71	44	94	8	63	80	52	17	38	54	25	38	74	66	94	45	94	28	31	54	51	43	82	12	71	53	76	70	60	74	71	1	72	72	98	20	88	41	72	65	98	59	53	84	16	84	79	19	76	18	46	48	37	9	71	86	99	34	28	69	98	21	21	97	62	71	72	11	31	48	31	36	40	98	30	4	36	96	71	41	9	19	17	81	5637
21	24	46	18	21	98	76	13	53	71	64	13	37	74	85	82	10	69	18	2	80	68	62	30	59	50	8	13	50	66	8	50	43	27	41	99	87	6	69	65	33	78	83	32	27	75	52	27	76	33	53	8	89	76	56	46	59	3	96	33	5	59	90	35	97	62	13	23	97	40	2	93	89	47	35	77	81	17	63	36	56	59	1	31	83	73	12	34	13	48	71	19	4	18	82	30	39	12	59	98	5142
27	12	15	69	17	60	24	35	30	78	25	25	91	15	83	77	46	73	56	76	83	98	39	62	78	82	30	61	50	3	84	78	65	6	99	8	94	40	72	61	13	6	77	78	46	85	49	48	50	89	43	92	64	30	35	83	20	50	88	73	64	41	44	34	43	92	66	59	76	48	17	74	36	92	99	38	63	2	77	8	57	32	13	64	45	80	86	5	63	37	52	60	41	46	3	1	75	31	76	73	5525
45	87	1	26	17	87	5	85	14	94	73	3	55	11	24	39	41	79	24	5	6	97	84	32	95	76	3	1	34	53	19	44	5	67	50	50	51	2	28	47	43	29	29	72	64	62	62	57	87	32	33	72	82	67	49	43	30	14	89	5	76	66	5	51	74	8	45	57	34	16	88	28	85	2	17	37	75	37	53	72	63	46	20	89	53	32	20	96	51	83	37	44	49	75	12	51	38	67	1	14	5460
93	32	40	78	41	13	75	97	76	93	9	45	62	34	25	70	5	82	97	27	64	82	46	97	54	98	66	54	76	89	7	13	28	43	95	54	64	79	49	25	28	36	93	24	93	61	10	29	96	44	63	93	5	73	48	11	1	12	8	31	36	3	41	94	51	47	64	25	5	94	92	24	40	67	55	57	36	9	27	66	54	96	62	37	19	51	1	12	39	27	15	88	69	20	96	60	36	48	40	72	4554
82	37	59	43	48	39	47	39	64	64	29	65	39	28	76	47	1	89	94	48	71	88	12	19	57	9	43	55	100	92	91	45	55	81	94	14	25	37	54	40	72	77	1	19	61	94	74	13	98	71	76	16	88	30	60	56	16	80	84	47	97	62	99	20	5	14	15	51	97	79	52	99	89	23	81	71	72	31	4	68	97	9	76	76	48	89	65	72	35	48	31	42	17	30	50	86	56	62	3	99	5110
67	47	34	14	90	54	11	21	8	67	82	12	43	53	38	21	62	48	91	11	9	83	74	9	3	43	86	41	19	78	44	79	85	67	39	91	64	46	8	16	69	13	99	76	74	22	100	50	93	98	52	28	91	53	72	26	23	51	3	11	78	75	18	66	41	36	67	68	46	100	35	62	12	85	35	31	42	21	61	53	80	82	76	48	67	1	7	76	99	70	18	72	2	46	13	42	14	36	63	36	5321
75	8	51	9	88	87	2	63	21	55	59	12	59	59	26	53	18	38	89	43	16	37	58	70	98	14	98	89	46	67	89	1	41	79	27	79	12	72	53	96	12	6	95	78	31	10	19	71	87	61	98	57	37	53	99	81	71	54	38	38	42	44	25	72	18	34	53	79	34	99	84	11	13	29	89	81	84	95	25	94	57	34	92	33	62	90	20	58	11	10	65	50	50	21	19	36	1	23	89	68	5194
90	10	80	21	1	28	55	41	48	46	89	82	30	2	28	79	56	59	70	47	42	59	9	33	92	51	79	58	1	67	99	8	8	65	69	49	49	38	29	24	9	97	83	75	80	41	66	46	70	47	90	87	18	36	58	10	57	73	51	42	93	44	61	28	4	49	58	57	3	42	93	21	41	4	23	36	9	11	80	63	18	44	29	93	86	18	61	32	56	65	19	3	76	53	34	46	96	79	85	99	4644
53	20	37	1	97	82	36	45	41	100	87	20	3	14	68	23	62	29	95	16	88	87	42	38	66	75	82	48	53	16	25	30	33	32	68	90	78	75	32	100	72	51	56	23	49	14	1	52	97	15	9	26	4	32	32	29	85	68	14	59	37	22	5	33	17	43	29	12	97	17	9	21	9	39	31	71	81	24	90	17	89	28	49	96	49	74	69	68	58	22	47	91	77	26	49	89	67	18	16	47	4560
3	88	22	35	49	18	7	65	48	80	80	82	54	40	39	92	83	56	72	89	46	100	88	2	21	62	33	93	69	99	30	51	71	56	30	19	27	80	100	24	15	83	1	15	62	30	66	36	94	88	56	49	21	85	74	33	73	25	54	11	52	84	65	9	22	7	55	2	8	69	16	61	38	5	28	11	26	61	21	48	66	96	27	56	35	24	7	33	76	29	58	59	60	68	88	67	27	98	98	40	4661
80	50	99	3	36	50	99	29	8	1	81	50	67	48	18	96	54	95	81	34	48	20	26	6	12	44	31	41	51	56	82	44	79	6	55	87	55	96	71	35	9	88	5	63	68	58	90	72	28	8	29	26	24	49	68	81	30	17	57	86	73	42	20	54	83	7	93	89	15	70	46	58	81	79	50	40	34	31	79	73	17	27	54	56	37	7	83	83	38	35	25	25	62	64	24	49	32	51	50	82	5425
19	74	12	79	16	60	21	51	53	93	54	19	23	9	6	42	45	43	87	68	58	69	52	31	90	87	29	46	17	87	92	51	46	61	59	58	27	47	9	11	85	73	4	84	2	97	77	90	81	70	76	38	77	97	18	99	80	54	58	43	6	10	26	60	15	30	75	56	59	37	50	72	4	95	61	57	39	55	76	2	92	78	90	76	55	35	58	98	43	5	16	31	36	68	50	42	29	68	43	25	5309
2	25	68	42	73	88	36	2	87	36	62	53	79	67	5	60	67	98	69	86	83	22	90	17	85	66	60	36	62	50	82	26	74	88	31	32	58	42	71	29	32	24	16	89	73	38	96	23	50	9	13	23	11	47	59	99	46	65	74	73	10	10	93	28	43	68	95	54	46	26	84	3	39	39	76	3	85	12	22	52	50	51	25	42	80	42	74	48	66	33	3	45	45	48	31	76	55	76	24	41	5332
21	54	62	74	79	55	50	1	41	25	72	99	85	90	77	82	99	47	7	66	81	63	47	49	85	7	3	87	32	45	2	96	60	46	22	39	100	31	51	54	73	37	97	97	30	55	61	22	22	13	46	60	9	70	59	99	7	43	12	96	47	63	17	12	50	37	23	38	2	50	56	10	27	87	18	42	48	45	71	45	53	5	68	63	22	39	6	18	18	72	35	1	93	23	72	60	95	45	49	52	4970
17	41	76	86	33	46	8	66	91	88	82	39	54	66	77	65	76	5	13	19	53	35	68	30	16	40	99	27	91	40	69	93	38	31	42	75	30	49	88	16	87	35	22	17	21	40	1	73	51	60	12	66	11	100	84	70	79	62	32	68	59	47	70	18	73	83	87	8	16	9	29	46	40	35	21	78	61	59	87	34	37	97	79	47	45	22	55	28	92	65	85	88	98	46	2	92	94	32	72	42	5586
73	6	73	41	73	55	10	50	39	38	70	17	30	93	100	67	6	94	68	39	46	37	15	71	52	26	36	95	93	42	42	20	45	5	86	96	52	9	67	64	42	23	88	44	49	72	20	75	69	49	21	1	90	86	86	2	69	82	86	62	83	79	39	77	40	90	36	90	10	7	84	32	20	63	99	35	40	79	8	20	22	53	93	29	46	98	51	68	28	44	58	45	15	38	13	14	6	2	69	81	4899
40	87	27	81	13	47	20	90	2	41	90	88	58	68	27	49	48	27	93	30	10	13	35	68	73	88	63	85	24	95	20	59	19	46	53	50	36	89	83	33	87	68	51	21	66	61	64	99	37	73	85	36	42	85	12	15	70	45	30	41	66	51	48	51	87	28	75	55	75	9	65	87	36	96	46	62	30	13	75	36	47	64	83	33	37	41	62	5	60	79	94	11	82	40	81	37	52	75	16	23	5316
12	11	8	36	96	67	31	54	55	7	86	36	6	20	15	96	18	87	15	72	14	39	87	63	51	57	48	44	60	40	17	90	99	63	78	3	37	17	30	69	72	76	67	15	66	97	64	1	54	59	48	87	93	68	14	9	73	77	16	49	92	71	22	37	38	30	75	67	98	31	5	44	81	1	47	14	53	79	97	27	12	16	86	29	65	11	17	66	82	11	61	42	27	3	12	62	45	7	61	26	5009
67	76	82	75	47	11	21	15	21	94	46	23	18	90	89	50	64	87	87	87	2	59	64	14	11	73	10	95	79	15	83	58	96	38	35	82	64	11	83	57	63	71	10	93	90	68	100	94	23	97	25	52	81	88	6	64	69	93	15	37	83	75	25	94	22	56	21	14	66	27	24	88	59	71	36	27	66	93	18	63	18	13	58	16	91	39	8	35	5	1	23	68	84	29	56	5	6	21	49	22	5375
88	13	89	95	32	13	94	78	69	47	42	79	62	98	13	61	2	44	54	18	46	68	30	45	32	9	41	13	15	34	55	25	46	6	67	12	82	14	86	33	88	77	15	96	9	61	8	7	63	59	60	85	73	21	98	18	11	71	26	18	26	38	79	53	53	10	96	25	27	76	80	13	52	61	30	1	58	50	97	33	2	99	53	60	69	22	21	68	72	25	45	18	67	25	84	64	63	85	92	96	4415
12	90	53	8	34	25	5	47	59	26	93	60	28	15	67	49	57	33	16	28	5	75	68	9	82	9	59	71	85	46	12	15	33	18	74	57	53	12	43	52	94	26	51	99	89	62	91	29	69	1	10	82	41	35	93	86	99	44	7	22	93	17	78	98	50	4	64	21	18	4	11	81	4	99	47	5	61	13	51	97	42	46	65	34	84	17	44	5	49	47	13	68	28	6	17	31	49	34	23	69	4922
98	73	16	39	76	67	59	38	77	63	6	98	29	70	40	88	4	49	51	60	94	4	54	72	58	75	75	38	84	62	19	90	97	20	49	66	43	21	79	55	13	70	23	22	26	69	43	65	52	58	56	2	97	66	50	84	17	7	35	3	88	100	72	71	48	32	93	77	58	50	63	93	24	53	75	47	58	5	8	97	23	9	87	47	31	21	81	41	85	59	21	99	33	39	54	13	53	76	94	17	4940
71	35	75	92	31	54	93	17	60	13	58	57	4	70	3	67	48	63	41	36	84	46	40	91	79	72	19	19	83	84	87	56	26	97	19	96	72	36	40	91	67	67	16	59	44	60	88	1	17	76	72	57	82	72	92	37	60	59	11	73	28	98	38	25	43	31	86	2	19	24	88	100	1	28	19	87	26	98	87	38	9	35	33	28	29	73	52	50	63	43	13	30	69	19	79	92	52	23	19	84	5336
6	21	5	79	74	84	68	36	47	57	99	54	79	45	53	67	24	56	34	4	69	17	94	7	47	67	44	10	27	51	7	24	45	6	59	1	30	24	7	36	41	82	49	50	5	75	21	86	60	48	42	52	43	97	39	96	4	12	52	47	22	8	23	20	88	49	3	19	9	54	99	29	65	40	9	47	91	29	85	62	83	31	23	33	2	24	22	65	59	63	5	59	57	28	22	49	99	76	13	7	5214
93	57	15	90	58	4	74	94	74	18	72	66	64	66	41	7	20	22	41	94	14	22	24	48	6	83	45	53	100	22	45	53	48	6	73	73	14	33	88	52	16	54	40	12	59	17	60	45	58	94	87	3	19	63	70	28	71	37	99	68	58	10	84	15	57	58	58	20	90	85	76	60	15	24	26	20	49	54	85	61	81	11	76	71	68	71	42	38	32	97	28	97	29	10	36	85	91	50	1	19	5052
11	71	81	16	51	59	44	76	63	81	12	83	32	78	25	4	99	32	11	73	7	72	25	78	35	98	49	31	75	20	81	33	41	39	21	25	40	66	1	59	67	24	96	75	48	33	36	82	92	47	16	97	5	32	92	52	73	23	85	9	89	5	95	37	34	70	22	22	68	82	40	55	69	48	70	11	34	52	9	62	19	75	31	69	45	96	49	34	16	91	56	40	4	32	38	55	17	77	72	23	4838
48	32	55	30	54	84	23	13	81	13	19	80	56	87	98	96	15	70	39	32	77	69	99	52	73	52	41	94	49	62	14	35	7	43	7	86	65	80	26	98	97	92	80	9	40	36	95	64	76	40	6	95	98	70	1	3	5	81	15	57	1	98	37	34	77	53	39	2	70	41	73	98	32	28	68	6	87	98	23	83	19	51	78	41	77	54	67	20	95	72	63	79	65	16	71	77	78	74	42	1	5601
2	74	32	48	73	97	64	52	73	49	64	93	3	99	52	41	69	48	21	97	45	14	7	4	66	32	25	61	76	40	95	74	2	80	66	47	49	82	94	28	51	92	75	47	34	78	4	34	58	58	53	85	89	94	36	80	4	40	28	49	37	26	14	58	17	28	12	92	37	36	22	79	11	98	99	82	70	81	84	70	85	11	73	43	53	3	16	20	65	68	44	54	20	2	76	15	52	78	33	68	4713
9	92	16	100	2	17	55	14	30	100	85	54	5	69	11	68	77	11	7	97	73	6	73	11	71	98	49	75	82	52	20	24	67	78	16	67	46	82	11	53	17	74	98	14	53	6	21	31	81	25	26	49	28	13	95	66	21	28	79	25	51	30	13	96	72	67	87	56	10	83	67	36	39	27	9	37	82	92	68	17	63	30	5	35	45	46	16	46	85	5	78	56	17	67	42	58	76	41	51	61	4989
62	84	54	48	6	27	38	66	52	79	94	65	61	65	62	94	86	44	93	90	45	47	15	43	30	28	31	30	69	87	71	29	53	47	86	70	67	42	36	100	43	74	47	38	37	5	97	85	100	46	90	85	76	99	92	62	36	12	1	61	11	25	99	85	3	59	85	21	53	56	80	23	4	75	28	47	32	33	9	39	54	42	48	24	49	29	96	38	99	13	26	5	3	54	4	65	10	60	14	69	5289
54	55	79	84	73	3	35	37	10	4	9	81	87	14	84	50	81	72	26	8	10	95	94	52	46	97	77	31	70	99	19	25	88	11	90	82	24	11	85	84	96	32	89	47	48	80	34	84	15	61	47	79	31	99	1	47	14	83	81	71	62	37	52	17	73	61	37	17	11	11	69	97	25	34	24	51	4	66	48	88	1	86	7	74	92	40	71	51	24	33	1	87	41	31	6	87	48	89	57	68	5117
83	32	60	96	57	68	97	58	100	59	24	27	20	53	13	50	80	85	84	18	9	55	13	45	8	42	20	48	2	29	86	11	18	80	8	86	80	77	81	16	16	33	74	99	31	83	16	19	83	63	1	1	8	53	36	18	68	6	12	1	19	79	86	87	46	40	43	53	8	2	34	31	25	68	22	32	78	33	54	53	9	20	31	78	61	80	24	33	18	88	20	2	19	80	100	56	90	47	13	58	5637
4	50	16	58	35	70	84	7	87	7	88	26	35	91	86	82	56	4	26	70	88	45	93	74	54	27	41	31	1	41	21	10	71	54	51	94	18	18	60	93	9	100	45	73	23	35	69	29	68	66	16	78	69	5	44	29	50	43	95	51	62	52	16	90	40	96	32	57	88	3	68	1	48	35	31	7	7	66	98	18	32	80	20	30	11	61	19	59	93	77	21	10	28	100	10	75	71	76	83	4	4864
36	45	56	45	93	47	70	83	44	10	81	89	97	53	37	97	70	61	47	3	83	73	55	69	68	94	54	16	94	63	34	7	27	37	89	63	95	31	74	3	47	40	6	13	30	51	3	23	20	6	65	42	76	36	42	83	68	69	75	54	69	26	80	87	64	94	43	85	72	23	11	71	81	44	41	80	76	40	53	28	81	34	33	27	86	25	95	39	53	67	19	46	41	43	29	9	35	29	6	1	4889
54	80	88	3	65	97	83	33	68	96	9	44	79	21	81	39	85	71	16	32	72	98	23	82	50	87	20	22	88	61	64	96	6	60	38	43	70	22	93	14	29	55	6	13	97	25	78	58	80	77	79	55	7	33	83	81	10	82	22	25	67	19	71	14	88	97	100	29	75	88	43	94	1	3	44	17	32	89	34	56	85	80	25	51	31	35	42	49	19	99	58	29	40	70	97	100	9	36	61	58	4729
73	60	50	65	62	39	46	26	18	68	53	50	37	49	8	43	87	5	53	28	57	40	23	28	48	31	82	1	58	82	19	86	85	37	88	63	78	27	49	83	44	57	2	68	9	10	83	72	37	29	32	16	67	25	19	12	75	49	60	2	21	8	32	33	8	61	58	23	84	76	54	76	42	29	47	60	80	76	14	43	37	35	91	16	35	78	85	66	43	55	89	31	15	90	12	65	20	79	14	62	4777
36	39	73	40	14	69	74	87	95	41	88	82	44	91	98	7	43	70	60	12	6	28	98	72	87	27	5	40	91	90	74	25	65	20	7	93	36	70	77	36	87	69	92	69	7	12	9	7	70	54	72	14	43	87	84	68	52	56	43	86	52	28	26	7	37	76	46	91	79	66	96	42	24	68	2	92	65	55	29	69	40	83	51	97	91	59	94	73	24	10	41	63	98	69	31	9	85	35	72	97	5584
15	42	44	95	39	93	81	62	50	15	97	49	42	52	74	43	51	59	1	35	60	86	77	2	10	6	93	41	75	83	77	14	90	65	70	84	6	52	5	91	20	59	54	20	43	99	75	87	3	89	1	43	79	57	24	6	46	78	89	22	65	2	14	25	74	22	4	7	26	50	43	25	53	2	37	35	28	97	63	42	78	77	43	59	18	53	67	23	27	38	47	27	85	20	98	47	90	38	89	26	5469
83	9	5	70	30	20	25	56	3	28	52	77	8	64	45	22	73	28	97	34	46	58	5	52	29	14	44	9	89	65	5	83	74	13	90	81	4	21	49	66	21	61	22	49	77	89	21	24	75	91	34	34	32	77	66	63	9	74	92	11	59	60	68	65	36	84	54	71	66	27	83	20	42	64	49	93	71	100	9	24	52	16	85	17	99	19	18	8	90	54	67	81	22	52	66	79	66	53	23	83	4732
39	87	62	21	27	47	65	7	63	62	15	42	9	49	68	33	87	7	4	78	69	58	77	35	19	79	56	96	59	15	51	44	31	79	76	100	87	81	92	72	1	54	60	56	56	30	92	16	76	93	59	2	89	73	46	2	75	52	30	70	26	44	40	88	24	91	100	87	31	42	91	53	75	30	12	95	83	56	79	74	65	88	62	81	13	98	48	7	35	90	79	94	54	63	9	54	67	30	27	29	4949
